,Ingredient,Category,predict,OX
253,양상추 굴소스 설탕 후춧가루 식용유,Chinese,Chinese,O
254,오이 양배추 새우 살 삶다 달걀,Chinese,Japanese,X
255,두부 간 돼지고기 파 대다 버섯 맛술 크다 설탕 작다,Chinese,Chinese,O
256,식용유 연유,Chinese,Japanese,X
257,오이 다지다 설탕 식초 두 반장 고추기름,Chinese,Chinese,O
258,감자 가지 청홍 고추 대파 양파,Chinese,Chinese,O
259,계란 돼지고기 호박 양파 백김치 또는 묵은지 표고버섯 맛살,Chinese,Chinese,O
260,두피 크다 래미 맛살 쪽파 대다 크림 치즈 스리 라차 소스 위트 칠리소스 적당 량,Chinese,Chinese,O
261,메밀국수 양파 당근 노란색 파프리카 다지다 다지다 오이 다지다 파 양배추 청양고추 다지다 적당 량,Chinese,Chinese,O
262,자숙 슬 라이스 연근 명태 살 새우 오징어 다지다 크다 맛술 크다 소금 가루 후춧가루 적당 량 전분 가루 적당 량,Chinese,Chinese,O
263,닭고기 청주 즙 대파 희다 대다 오이 방울토마토 식용유,Chinese,Chinese,O
264,소금 크다 설탕 크다 식초 크다 두 반장 크다 오이,Chinese,Chinese,O
265,돼지고기 대파 부추 피망 피망 양파 노른자 감자전 분 간장 크다 두 반장 크다 설탕 크다 굴소스 크다 참기름,Chinese,Chinese,O
266,만두 대파 대다 쥐똥 고추 청양고추 기호 맞다 다지다 후추 톡톡,Chinese,Chinese,O
267,감자 고추 또는 쪽파,Chinese,Korean,X
268,브로콜리 간 간장 흑설탕 참기름,Chinese,Chinese,O
269,두부 대파 대다 고추 고추 녹말가루 고추기름 다지다 굴 소스 간장 설탕 식초 청주 물,Chinese,Chinese,O
270,청경채 두 냉동 솔방울 오징어 청양고추 참기름 깨 식용유,Chinese,Chinese,O
271,두부 청양고추 전분 식용유 적당하다 맛술 크다 조청 작다 물 크다 다지다 대파 크다 다지다 크다 다지다 작다 참기름 크다 깨 크다 곱다 소금 후추,Chinese,Chinese,O
272,닭 가슴 살 양파 대파 청양고추 마르다 고추 참기름 후추 가루 간장 맛술 굴소스 식초 설탕 올리고당,Chinese,Chinese,O
273,양배추 연두 소금 설탕 식초 고춧가루 포도 씨유,Chinese,Chinese,O
274,새우 인 찬 밥 당근 양파 대파 대다 계란,Chinese,Chinese,O
275,가지 양파 당근 청양고추 고추 튀김 가루 밥그릇 밀가루 적당 량 고추기름 물 식용유 적당 량,Chinese,Chinese,O
276,청경채 대파 대다 소금 꼬집다 참기름 전분 소주,Chinese,Chinese,O
277,대파 당근 계란 밥,Chinese,Chinese,O
278,소고기 스테이크 브로콜리 양파 소 청주 고 기 핏물 제거 간 전분 가루 물 참기름,Chinese,Chinese,O
279,그린 빈 파운드 가량 간 간 물 전분 가루 참기름,Chinese,Chinese,O
280,쌀 작다 새우 살 달걀 대파 당근 피망 식용유 소금 희다 후춧가루,Chinese,Korean,X
281,물 감자전 분 다지다 다지다 이 치킨 스톡 굴소스 후추,Chinese,Japanese,X
282,새우 크다 양파 계란 파 희다 부분 완두콩 소금 꼬집다,Chinese,Chinese,O
283,돼지 등심 진 간장 달걀 녹말가루 식용유 물 식초 백 설탕 대파 당근 완두 오이 양파 청주,Chinese,Chinese,O
284,닭다리 살 청양고추 쥐똥 고추 대파 희다 부분 손가락 마디 달걀 식용유 간장 작다 청주 작다,Chinese,Chinese,O
285,기름 넉넉하다 설탕 흑임자,Chinese,Chinese,O
286,물 양파 대파 배추 당근 목이버섯 다지다 굴 모시조개 오징어 풋 고추 청경채 식용유,Chinese,Chinese,O
287,데친 청경채 소금 올리브유 포도 씨유 다지다 다지다 파 고추 맛 간장 감자전 분 물 만능 육수 올리고당 참기름 방울,Chinese,Chinese,O
288,당면 시금치 크게 어묵 넓적하다 양파 대파 당근 삼겹살 소 불고기,Chinese,Chinese,O
289,새우 중하 쇠고기 돼지고기 죽순 양파 크다 당근 통깨 소금 적당 량 후춧가루 적당 량,Chinese,Chinese,O
290,식용유 고춧가루,Chinese,Korean,X
291,닭 안심 살 건 고추 고추 대파 굴소스 후춧가루 톡톡 톡 식용유 감자 전분,Chinese,Chinese,O
292,고슬고슬하다 밥 계란 당근 대파 미원 소금 후추 간장,Chinese,Chinese,O
293,돼지고기 양배추 양파 당근 대파 사각 어묵 떡 비엔나 소시지 삶다 달걀 분말 짜장 가루 물 물 식용유,Chinese,Chinese,O
294,두 반장 굴소스 맛술 후추 설탕,Chinese,Chinese,O
295,갑오징어 새우 돼지고기 채 잡 양파 대파 대다 청경채 당근 브로컬리,Chinese,Chinese,O
296,대하 후추 후추 참기름,Chinese,Chinese,O
297,잡 돼지고기 빨강 파프리카 노랑 파프리카 양파 청양고추 감자전 분 가루,Chinese,Chinese,O
298,연근 대파 채 크다 슬 라이스 건 고추 또는 크러쉬 드 레드 페퍼 크다 식용유 크다 소금 작다 설탕 작다 식초 작다,Chinese,Chinese,O
299,칠리 오일 밥 돼지고기 다짐 육 냉동 야채 쪽파 소금 후추 간장 굴소스 참기름,Chinese,Chinese,O
300,가지 돼지고기 다짐 육 양파 파프리카 청양고추 밀가루 튀김 가루 식용유 물,Chinese,Japanese,X
301,닭 다리 살 후추 우유 플레인 요구르트 전분 고추기름 참기름 양상추,Chinese,Chinese,O
302,돼지고기 삼겹살 커피 가루 된장 고기 삶다 육수 청양고추,Chinese,Japanese,X
303,레시피 마다 달라 요,Chinese,Chinese,O
304,대파 대다 당근 애호박 빨강 피망 양파 계란 밥,Chinese,Chinese,O
305,양파 대파 고추 식초 다지다 물 청양고추,Chinese,Chinese,O
306,돼지고기 피망 양파 표고버섯 죽순 계란 대파 희다 부분 전분 청주 후추 굴소스 간장 맛술 참기름,Chinese,Chinese,O
307,홍합 대파 대다 고추 청양고추 전분 가루 물 식용유 다지다 두 반장 물 굴소스 설탕 후춧가루 꼬집다,Chinese,Chinese,O
308,돼지 등심 양파 애호박 오이 춘장 진 간장 청주 소금 백 설탕 참기름 녹말가루 식용유,Chinese,Chinese,O
309,배 고춧가루 새우젓 다지다 다지다 대파 크다 통깨,Chinese,Korean,X
310,돼지 등심 죽순 대파 달걀 춘장 식용유 백 설탕 굴소스 청주 진 간장 녹말가루 참기름,Chinese,Chinese,O
311,호 부추 돼지 등심 달걀 청주 소금 참기름 식용유 녹말가루,Chinese,Chinese,O
312,두부 대파 고추 두 반장 검다 후춧가루 돼지 등심 백 설탕 녹말가루 참기름 식용유 진 간장 고춧가루,Chinese,Chinese,O
313,돼지고기 청주 녹말가루 피망 달걀 죽순 건 표고버섯 양파 참기름 식용유 소금 진 간장,Chinese,Chinese,O
314,오이 식초 백 설탕 소금 참기름 겨자,Chinese,Chinese,O
315,새우 살 진 간장 달걀 녹말가루 토마토 케찹 청주 당근 양파 소금 백 설탕 식용유 대파 완두콩,Chinese,Chinese,O
316,옥수수 땅콩 밀가루 달걀 백 설탕 식용유,Chinese,Chinese,O
317,닭다리 진 간장 후춧가루 청주 달걀 백 설탕 녹말가루 식초 대파 피망 고추 참기름 식용유 소금,Chinese,Chinese,O
318,고구마 식용유 백 설탕,Chinese,Chinese,O
319,새우 양상추 원하다 튀김 가루 소금 후추,Chinese,Japanese,X
320,당면 간 돼지고기 고추 우엉 얇다 부분 빼다,Chinese,Chinese,O
321,닭고기 반 토마토 계란 소금 꼬집다 후추 파슬리 전분 참기름,Chinese,Chinese,O
322,소갈비 대파 고추 씨 통후추 무 연잎 불리다 당면,Chinese,Chinese,O
323,내다 새우 다지다 양송이 버섯 푼 달걀 전분 크다 물 옥수수 콘,Chinese,Japanese,X
324,멸치 다시 물 계란 대파 대다 당근 감자전 분 소금 후추 톡톡,Chinese,Japanese,X
325,양파 잔파 베이컨 파운드 다지다 다지다 간장 굴소스 스파게티 면,Chinese,Chinese,O
326,게 랍 스타 다리 양파 대파 대다 다지다 크다 굴소스 크다 두 반장 크다 고춧가루 크다 양조 간장 크다 청주 맛술 크다 달걀,Chinese,Chinese,O
327,참치 두부 애호박 청양고추 소금 물 전분 물,Chinese,Korean,X
328,돼지 등심 양파 대파 희다 부분 대다 당근 오이 목이버섯,Chinese,Chinese,O
329,간장 청주 전분 가루 새다 리 전분 가루 물,Chinese,Chinese,O
330,돼지고기 안심 파 대다 과 계란 춘장 크다 죽순,Chinese,Chinese,O
331,새우 크다 양파 당근 피망 계란 대파 희다 부분,Chinese,Chinese,O
332,닭고기 오이 캐슈넛 베트남 고추 대파 대다 고추기름,Chinese,Chinese,O
333,칵테일 새우 밥 계란 다지다 파 소금 후추 굴소스 크다 참기름 샐러드 채소,Chinese,Chinese,O
334,만두 간장 식초 물 간 쪽파 또는 부추 데코,Chinese,Chinese,O
335,냉동 만두 양파 대파 대다 다지다 물 맛술,Chinese,Korean,X
336,새우 냉동 청정 원 통후추 청정 원 우리 밀 튀김 가루 물 튀김 기름 적당 량,Chinese,Chinese,O
337,돼지고기 앞다리 살 호박 가지 당근 양파 풋 고추 개정 도 밥 채 작다 미림 고추기름 크다 굴소스 크다 후춧가루 올리고당 크다 물 녹말 참기름 깨,Chinese,Chinese,O
338,미역 맛 간장 파프리카 양파 당근 고춧가루 다지다 파 가루 매 실액 설탕 꿀 후추 참기름 통깨,Chinese,Korean,X
339,새우 달걀 흰자 녹말 가루 적당 량 튀김 가루 적당 량 슬 라이스 아몬드 집 있다 견과류 가능 레몬 즙 티 소금,Chinese,Japanese,X
340,다지다 대파 양배추 팽이버섯 느타리버섯 양파 청양고추 새우 오징어 홍합 맛술,Chinese,Japanese,X
341,찬밥 계란 대파 햄 고추 코코넛오일,Chinese,Chinese,O
342,대패 삼겹살 양파 달걀 노른자 설탕 크다,Japanese,Japanese,O
343,오이 완숙 토마토 꽃 소금 양조 간장 크다 참기름 작다,Japanese,Japanese,O
344,우엉 당근 물 간장 미림 설탕,Japanese,Japanese,O
345,가지 설탕 청주 미림 물,Japanese,Japanese,O
346,밥 물 양조 간장 크다 스톡 굴소스 크다 맛술 크다 전분 크다 식초 크다 계란 크다 래미 맛살 다지다 파 소금 식용유,Japanese,Japanese,O
347,적당하다 의 감자 감자 전분 소금 꼬집다 물,Japanese,Japanese,O
348,두부 전분 또는 박력 분 기름 무 간 것 쪽파 토핑용,Japanese,Japanese,O
349,두부 부치다 찌개 하다 간장 설탕 취향 따르다 가감 미림 파우더 꼬집다 다지다 것 후추 참기름 대파 희다 다지다 것,Japanese,Japanese,O
350,두부 전분 가루 가쓰오부시 쪽파 송송,Japanese,Japanese,O
351,무 간장 크다 버터 대파 고춧가루 소금,Japanese,Japanese,O
352,오이 백오이 다지다 양파 다지다 레드 페퍼 땡초 참기름,Japanese,Japanese,O
353,소고기 불고기 감자 고추 고추 물 간장 크다 올리고당 크다 참기름 크다 통깨 크다,Japanese,Korean,X
354,달걀 크다 래미 대파 자일로스 설탕 크다 식초 크다,Japanese,Japanese,O
355,삼겹살 미림 작다 청주 작다,Japanese,Japanese,O
356,스팸 작다 청경채 피망 양파 버터 파스타 면,Japanese,Western,X
357,감자 감자 전분 크다 피자치즈 버터 소금 작다 진 간장 크다 설탕 크다 맛술 크다 물 크다 식용유 적당 량,Japanese,Japanese,O
358,새 송이버섯 간장 크다,Japanese,Western,X
359,연어 살 양파 밥 올리고당 다지다 고추냉이,Japanese,Japanese,O
360,밥 주걱 햄 계란 김 토마토 양상추 참기름 크다 소금 꼬집다,Japanese,Japanese,O
361,밥 참치 후리 가 케 올리고당 크다,Japanese,Japanese,O
362,감자 당근 양파 닭 가슴 살,Japanese,Western,X
363,계란 크다 래미 대파 전분 물 크다 맛술 크다 굴소스 크다,Japanese,Japanese,O
364,고등어 녹말가루 소금 후추 양파 설탕 물 물엿,Japanese,Japanese,O
365,부치다 두부 다지다 크다 진 간장 크다 버터 올리브오일 적당 량,Japanese,Japanese,O
366,닭다리 순 살 진 간장 크다 소금 꼬집다 설탕 크다 미림 크다 후춧가루 가루 계란 전분 가루 적당 량 튀김 식용유 넉넉하다,Japanese,Japanese,O
367,식빵 계란 우유 설탕 버터 소금 꼬집다,Japanese,Japanese,O
368,감자 작다 개다 감자전 분 찹쌀 가루 오일 버터,Japanese,Japanese,O
369,계란 맛살 파 밥 굴소스 물 전분 물,Japanese,Chinese,X
370,닭다리 살 녹말가루 크다 식용유 넉넉하다 달걀 풀다 간장 크다,Japanese,Japanese,O
371,밥 달걀 다지다 파 오일 미림 굴소스 치킨 스톡 파우더 혼다 시 등 조미료 전분,Japanese,Japanese,O
372,삼겹살 파 밥 설탕,Japanese,Japanese,O
373,계란 노른자 설탕 전분 우유,Japanese,Japanese,O
374,달걀 간장 작다 설탕 작다 미림 작다 식용유 적당 량,Japanese,Japanese,O
375,밥 달걀 크다 래미 대파 통깨 식초 전분 물 물 전분 가루,Japanese,Japanese,O
376,고등어 대파 대다 양파 밀가루 후추 톡톡 물,Japanese,Japanese,O
377,소고기 한우 양파 계란 쪽파 적당 량 굴소스 다지다 적당 량,Japanese,Japanese,O
378,불고기 소고기 대파 두부 양파 표고버섯 달걀,Japanese,Japanese,O
379,삼겹살 양파 팽이버섯 밥 계란,Japanese,Japanese,O
380,돼지고기 부위 감자 무우 당근 대파 채소 나 버섯 적당하다 포도 씨유,Japanese,Japanese,O
381,닭 사태 살 양파 달걀 파 대다 간장 미림 설탕 가쓰오부시,Japanese,Japanese,O
382,다지다 돼지고기 밥 쪽파 계란 물 소금 가루,Japanese,Japanese,O
383,연 두부 전분 가루 크다 설탕 크다 꿀 적당 량 콩가루 적당 량,Japanese,Japanese,O
384,식빵 양배추 슬 라이스 햄 달걀 체다 치즈,Japanese,Japanese,O
385,쌀 쌀컵 곤약 표고버섯 당근 연근 우엉,Japanese,Japanese,O
386,닭다리 살이 나 닭 가슴 살 적당 량 우유 생략 가능 튀김 가루 소금 후추 양상추,Japanese,Japanese,O
387,부채살 양파 파 계란 밥 청주,Japanese,Japanese,O
388,소고기 갈비살 감자 작다 거 양파 당근 작다 거,Japanese,Japanese,O
389,꽁치 식용유 크다 청양고추 빨갛다 고추 통깨,Japanese,Japanese,O
390,배추 소금 식초 설탕 마르다 고추,Japanese,Japanese,O
391,돼지고기 앞다리 삶다 당면 양파 당근 포도 씨유 달걀 소금 꼬집다 부추 써다 파 통깨,Japanese,Japanese,O
392,돼지고기 그램 감자 양파 당근 데친 브로컬리 설탕 후추 식용유,Japanese,Japanese,O
393,달걀 다시 국물 미림 소금 꼬집다 고명 대파,Japanese,Japanese,O
394,돼지고기 가지 설탕 크다 미림 소주잔 청주 소주잔 물 소주잔 미소 된장 소주잔 조미료 적당하다 간 간 적당하다 참기름 크다 올리고당 크다,Japanese,Japanese,O
395,삼겹살 계란 양파 숙주 웅큼 우유 후추 가츠오부시 소주,Japanese,Japanese,O
396,라면 물 우유 다시마 된장 크다 고춧가루 크다 숙주,Japanese,Japanese,O
397,소 불고기 당근 감자 무 양파 꽈리 고추 다시마 간장 크다 설탕 크다 쯔유 크다 맛술 미림 크다,Japanese,Japanese,O
398,고형 카레 버터 크다 우유 물 감자 당근 피망 양파 소고기,Japanese,Japanese,O
399,삼겹살 양파 달걀 설탕 하다 꼬집다 다지다 것 혼다 시 내외 물,Japanese,Japanese,O
400,양배추 양파 쪽파 대다 식용유 적당 량 부치다 가루,Japanese,Japanese,O
401,닭다리 살 양파 대파 대다 달걀,Japanese,Japanese,O
402,돼지고기 소금 꼬집다 후춧가루 꼬집다 대파 대다 양파 감자 물 설탕 간장 맛술,Japanese,Japanese,O
403,손질 되다 가자미 당근 적당 량 새다 리 적당 량 간장 크다 얇다 편 써다,Japanese,Japanese,O
404,소고기 등심 감자 양파 버터 육수 간장 설탕 후추,Japanese,Japanese,O
405,감자 양파 당근 소고기 얇다 써다 것 그린 빈 꽈리 고추 육수,Japanese,Japanese,O
406,작다 감자 감자 전분 크다 찹쌀 가루 크다 소금 식용유 크다 버터 크다 김 선택,Japanese,Japanese,O
407,감자 찹쌀 가루 크다 김 적당 량 소금 후추,Japanese,Japanese,O
408,유부 쌀뜨물 적당 량 밥 맛술 크다,Japanese,Japanese,O
409,가지 밥 간장 크다 물 크다,Japanese,Japanese,O
410,양파 베이컨 다지다 크다 오뚜기 카레 맵다 맛 크다 우유 물,Japanese,Japanese,O
411,닭 다리 살 다지다 간장 청주 후추 달걀 전분,Japanese,Japanese,O
412,고등어 우엉 또는 다지다 작다 설탕 크다 미림 크다,Japanese,Japanese,O
413,라면 아무 거나 계란,Japanese,Japanese,O
414,샤브샤브 소고기 표고버섯 팽이버섯 대파 배추 양파 우동 유정 란 식용유 크다,Japanese,Japanese,O
